NP_006752.1	NM_006761.4	1433E_HUMAN	P62258-1
NP_001271163.1	NM_001284234.1	GTDC1_HUMAN	Q4AE62-6
NP_002089.4	NM_002098.5	GUC1B_HUMAN	Q9UMX6-1
NP_001513.2	NM_001522.2	GUC2F_HUMAN	P51841-1
XP_016885720.1	XM_017030231.1	GUSP1_HUMAN	Q15486-1
XP_016885721.1	XM_017030232.1	GUSP1_HUMAN	Q15486-1
XP_016885722.1	XM_017030233.1	GUSP1_HUMAN	Q15486-1
NP_005314.2	NM_005323.3	H1T_HUMAN	P22492-1
NP_006017.1	NM_006026.3	H1X_HUMAN	Q92522-1
NP_066409.1	NM_021065.3	H2A1D_HUMAN	P20671-1
NP_066407.1	NM_021063.3	H2B1D_HUMAN	P58876-1
NP_619790.1	NM_138720.2	H2B1D_HUMAN	P58876-1
NP_066402.2	NM_021058.3	H2B1J_HUMAN	P06899-1
NP_003510.1	NM_003519.3	H2B1L_HUMAN	Q99880-1
NP_671704.3	NM_147175.3	H6ST2_HUMAN	Q96MM7-1
XP_016885433.1	XM_017029944.1	H6ST2_HUMAN	Q96MM7-1
XP_011529708.1	XM_011531406.1	H6ST2_HUMAN	Q96MM7-3
XP_016885434.1	XM_017029945.1	H6ST2_HUMAN	Q96MM7-3
NP_001070656.1	NM_001077188.1	H6ST2_HUMAN	Q96MM7-4
XP_005262547.1	XM_005262490.3	H6ST2_HUMAN	Q96MM7-4
NP_004123.1	NM_004132.4	HABP2_HUMAN	Q14520-1
NP_001171131.1	NM_001177660.2	HABP2_HUMAN	Q14520-2
XP_005255688.1	XM_005255631.4	HAGHL_HUMAN	Q6PII5-1
XP_011521013.1	XM_011522711.1	HAGHL_HUMAN	Q6PII5-1
XP_016879262.1	XM_017023773.1	HAGHL_HUMAN	Q6PII5-1
NP_001277066.1	NM_001290137.1	HAGHL_HUMAN	Q6PII5-2
NP_001277068.1	NM_001290139.1	HAGHL_HUMAN	Q6PII5-2
NP_001310564.1	NM_001323635.1	HAGHL_HUMAN	Q6PII5-2
NP_115680.1	NM_032304.3	HAGHL_HUMAN	Q6PII5-2
NP_005135.2	NM_005144.4	HAIR_HUMAN	O43593-1
NP_060881.2	NM_018411.4	HAIR_HUMAN	O43593-2
NP_071905.3	NM_022460.3	H1BP3_HUMAN	Q53T59-1
NP_861453.1	NM_181788.1	H1FNT_HUMAN	Q75WM6-1
NP_003500.1	NM_003509.2	H2A1_HUMAN	P0C0S8-1
NP_003501.1	NM_003510.2	H2A1_HUMAN	P0C0S8-1
NP_003502.1	NM_003511.2	H2A1_HUMAN	P0C0S8-1
NP_003505.1	NM_003514.2	H2A1_HUMAN	P0C0S8-1
NP_066408.1	NM_021064.4	H2A1_HUMAN	P0C0S8-1
NP_001013721.2	NM_001013699.2	H3C_HUMAN	Q6NXT2-1
NP_003538.1	NM_003547.2	H4G_HUMAN	Q99525-1
NP_001029249.1	NM_001034077.4	H4_HUMAN	P62805-1
NP_003486.1	NM_003495.2	H4_HUMAN	P62805-1
NP_003529.1	NM_003538.3	H4_HUMAN	P62805-1
NP_003530.1	NM_003539.3	H4_HUMAN	P62805-1
NP_003531.1	NM_003540.3	H4_HUMAN	P62805-1
NP_003532.1	NM_003541.2	H4_HUMAN	P62805-1
NP_003533.1	NM_003542.3	H4_HUMAN	P62805-1
NP_003534.1	NM_003543.3	H4_HUMAN	P62805-1
NP_003535.1	NM_003544.2	H4_HUMAN	P62805-1
NP_003536.1	NM_003545.3	H4_HUMAN	P62805-1
NP_003537.1	NM_003546.2	H4_HUMAN	P62805-1
NP_003539.1	NM_003548.2	H4_HUMAN	P62805-1
NP_068803.1	NM_021968.3	H4_HUMAN	P62805-1
NP_778224.1	NM_175054.2	H4_HUMAN	P62805-1
NP_940684.1	NM_198402.4	HACD2_HUMAN	Q6Y1H2-1
NP_057479.2	NM_016395.2	HACD3_HUMAN	Q9P035-1
NP_001231191.1	NM_001244262.1	HBP1_HUMAN	O60381-1
NP_036389.2	NM_012257.3	HBP1_HUMAN	O60381-1
XP_005250323.1	XM_005250266.2	HBP1_HUMAN	O60381-1
XP_005250324.1	XM_005250267.2	HBP1_HUMAN	O60381-1
XP_016867456.1	XM_017011967.1	HBP1_HUMAN	O60381-1
NP_001171634.2	NM_001184705.2	HCDH_HUMAN	Q16836-1
NP_005318.3	NM_005327.4	HCDH_HUMAN	Q16836-1
NP_055081.1	NM_014266.3	HCST_HUMAN	Q9UBK5-1
NP_001007470.1	NM_001007469.1	HCST_HUMAN	Q9UBK5-2
NP_001191076.1	NM_001204147.2	HDAC9_HUMAN	Q9UKV0-11
NP_001191077.1	NM_001204148.2	HDAC9_HUMAN	Q9UKV0-10
NP_001308825.1	NM_001321896.1	HDAC9_HUMAN	Q9UKV0-10
NP_001191075.1	NM_001204146.2	HDAC9_HUMAN	Q9UKV0-1
NP_001308797.1	NM_001321868.1	HDAC9_HUMAN	Q9UKV0-1
NP_001308798.1	NM_001321869.1	HDAC9_HUMAN	Q9UKV0-1
NP_001308799.1	NM_001321870.1	HDAC9_HUMAN	Q9UKV0-1
NP_001308800.1	NM_001321871.1	HDAC9_HUMAN	Q9UKV0-1
NP_001308801.1	NM_001321872.1	HDAC9_HUMAN	Q9UKV0-1
NP_001308802.1	NM_001321873.1	HDAC9_HUMAN	Q9UKV0-1
NP_001308803.1	NM_001321874.1	HDAC9_HUMAN	Q9UKV0-1
NP_001308804.1	NM_001321875.1	HDAC9_HUMAN	Q9UKV0-1
NP_001308805.1	NM_001321876.1	HDAC9_HUMAN	Q9UKV0-1
NP_001308807.1	NM_001321878.1	HDAC9_HUMAN	Q9UKV0-1
NP_001308808.1	NM_001321879.1	HDAC9_HUMAN	Q9UKV0-1
NP_001308813.1	NM_001321884.1	HDAC9_HUMAN	Q9UKV0-1
NP_001308814.1	NM_001321885.1	HDAC9_HUMAN	Q9UKV0-1
NP_001308815.1	NM_001321886.1	HDAC9_HUMAN	Q9UKV0-1
NP_001308816.1	NM_001321887.1	HDAC9_HUMAN	Q9UKV0-1
NP_001308817.1	NM_001321888.1	HDAC9_HUMAN	Q9UKV0-1
NP_001308818.1	NM_001321889.1	HDAC9_HUMAN	Q9UKV0-1
NP_001308819.1	NM_001321890.1	HDAC9_HUMAN	Q9UKV0-1
NP_001308823.1	NM_001321894.1	HDAC9_HUMAN	Q9UKV0-1
NP_001308824.1	NM_001321895.1	HDAC9_HUMAN	Q9UKV0-1
NP_001308827.1	NM_001321898.1	HDAC9_HUMAN	Q9UKV0-1
NP_001308828.1	NM_001321899.1	HDAC9_HUMAN	Q9UKV0-1
NP_001308830.1	NM_001321901.1	HDAC9_HUMAN	Q9UKV0-1
NP_001308831.1	NM_001321902.1	HDAC9_HUMAN	Q9UKV0-1
NP_478056.1	NM_058176.2	HDAC9_HUMAN	Q9UKV0-1
NP_001308829.1	NM_001321900.1	HDAC9_HUMAN	Q9UKV0-3
NP_055522.1	NM_014707.3	HDAC9_HUMAN	Q9UKV0-3
NP_848510.1	NM_178423.2	HDAC9_HUMAN	Q9UKV0-5
XP_016868315.1	XM_017012826.1	HDAC9_HUMAN	Q9UKV0-5
NP_848512.1	NM_178425.3	HDAC9_HUMAN	Q9UKV0-7
XP_011513940.1	XM_011515638.2	HDAC9_HUMAN	Q9UKV0-7
XP_011513941.1	XM_011515639.2	HDAC9_HUMAN	Q9UKV0-7
NP_001308806.1	NM_001321877.1	HDAC9_HUMAN	Q9UKV0-6
NP_001308826.1	NM_001321897.1	HDAC9_HUMAN	Q9UKV0-6
XP_016868317.1	XM_017012828.1	HDAC9_HUMAN	Q9UKV0-6
NP_001191074.1	NM_001204145.2	HDAC9_HUMAN	Q9UKV0-9
NP_001308820.1	NM_001321891.1	HDAC9_HUMAN	Q9UKV0-9
NP_001308822.1	NM_001321893.1	HDAC9_HUMAN	Q9UKV0-9
NP_001191073.1	NM_001204144.2	HDAC9_HUMAN	Q9UKV0-8
NP_057301.1	NM_016217.2	HDC_HUMAN	Q9UBI9-1
NP_891552.1	NM_182922.3	HEAT3_HUMAN	Q7Z4Q2-1
NP_071353.4	NM_022070.4	HEAT6_HUMAN	Q6AI08-1
NP_055135.1	NM_014320.2	HEBP2_HUMAN	Q9Y5Z4-1
NP_689935.2	NM_152722.4	HECAM_HUMAN	Q14CZ8-1
NP_078878.3	NM_024602.5	HECD3_HUMAN	Q5T447-1
NP_001284687.1	NM_001297758.1	HELQ_HUMAN	Q8TDG4-1
NP_001284688.1	NM_001297759.1	HELQ_HUMAN	Q8TDG4-1
NP_598375.2	NM_133636.3	HELQ_HUMAN	Q8TDG4-1
NP_001287710.1	NM_001300781.1	HELT_HUMAN	A6NFD8-3
NP_001287711.1	NM_001300782.1	HELT_HUMAN	A6NFD8-4
NP_001304780.1	NM_001317851.1	HEMK1_HUMAN	Q9Y5R4-1
NP_057257.1	NM_016173.4	HEMK1_HUMAN	Q9Y5R4-1
NP_001104531.1	NM_001111061.1	HEN2_HUMAN	Q02577-1
NP_005590.1	NM_005599.3	HEN2_HUMAN	Q02577-1
NP_000176.2	NM_000185.3	HEP2_HUMAN	P05546-1
NP_620580.1	NM_139011.2	HFE_HUMAN	Q30201-11
NP_620572.1	NM_139003.2	HFE_HUMAN	Q30201-10
NP_000401.1	NM_000410.3	HFE_HUMAN	Q30201-1
NP_001287678.1	NM_001300749.1	HFE_HUMAN	Q30201-1
NP_620575.1	NM_139006.2	HFE_HUMAN	Q30201-3
NP_620576.1	NM_139007.2	HFE_HUMAN	Q30201-2
NP_620578.1	NM_139009.2	HFE_HUMAN	Q30201-5
NP_620577.1	NM_139008.2	HFE_HUMAN	Q30201-4
NP_620573.1	NM_139004.2	HFE_HUMAN	Q30201-7
NP_620579.1	NM_139010.2	HFE_HUMAN	Q30201-6
NP_689632.2	NM_152419.2	HGNAT_HUMAN	Q68CP4-2
NP_071920.1	NM_022475.2	HHIP_HUMAN	Q96QV1-1
NP_055909.2	NM_015094.2	HIC2_HUMAN	Q96JB3-1
XP_011528309.1	XM_011530007.2	HIC2_HUMAN	Q96JB3-1
XP_011528310.1	XM_011530008.2	HIC2_HUMAN	Q96JB3-1
XP_011528311.1	XM_011530009.2	HIC2_HUMAN	Q96JB3-1
XP_011528312.1	XM_011530010.2	HIC2_HUMAN	Q96JB3-1
XP_016884158.1	XM_017028669.1	HIC2_HUMAN	Q96JB3-2
NP_690008.2	NM_152795.3	HIF3A_HUMAN	Q9Y2N7-1
NP_690007.1	NM_152794.3	HIF3A_HUMAN	Q9Y2N7-2
NP_071907.4	NM_022462.4	HIF3A_HUMAN	Q9Y2N7-7
NP_001258809.1	NM_001271880.1	HIG1B_HUMAN	Q9P298-1
NP_057522.1	NM_016438.3	HIG1B_HUMAN	Q9P298-1
XP_006722009.1	XM_006721946.2	HIG1B_HUMAN	Q9P298-1
XP_006722010.1	XM_006721947.3	HIG1B_HUMAN	Q9P298-1
XP_006722011.1	XM_006721948.3	HIG1B_HUMAN	Q9P298-1
XP_011523193.1	XM_011524891.2	HIG1B_HUMAN	Q9P298-1
XP_016880231.1	XM_017024742.1	HIG1B_HUMAN	Q9P298-1
XP_016880232.1	XM_017024743.1	HIG1B_HUMAN	Q9P298-1
NP_620175.1	NM_138820.3	HIG2A_HUMAN	Q9BW72-1
NP_005331.1	NM_005340.6	HINT1_HUMAN	P49773-1
NP_003950.1	NM_003959.2	HIP1R_HUMAN	O75146-1
NP_001290026.1	NM_001303097.1	HIP1R_HUMAN	O75146-2
NP_001518.3	NM_001527.3	HDAC2_HUMAN	Q92769-1
XP_011534090.1	XM_011535788.1	HDAC2_HUMAN	Q92769-3
XP_016866288.1	XM_017010799.1	HDAC2_HUMAN	Q92769-3
NP_005465.2	NM_005474.4	HDAC5_HUMAN	Q9UQL6-1
XP_005256963.1	XM_005256906.4	HDAC5_HUMAN	Q9UQL6-1
NP_001015053.1	NM_001015053.1	HDAC5_HUMAN	Q9UQL6-3
NP_115500.1	NM_032124.4	HDHD2_HUMAN	Q9H0R4-1
XP_011524529.1	XM_011526227.2	HDHD2_HUMAN	Q9H0R4-1
XP_011524530.1	XM_011526228.2	HDHD2_HUMAN	Q9H0R4-1
XP_016881528.1	XM_017026039.1	HDHD2_HUMAN	Q9H0R4-1
NP_001305694.1	NM_001318765.1	HDHD2_HUMAN	Q9H0R4-2
XP_006722620.1	XM_006722557.2	HDHD2_HUMAN	Q9H0R4-2
NP_001207413.1	NM_001220484.1	HEAT4_HUMAN	Q86WZ0-1
NP_976054.2	NM_203309.2	HEAT4_HUMAN	Q86WZ0-1
XP_006720206.1	XM_006720143.2	HEAT4_HUMAN	Q86WZ0-1
XP_011535062.1	XM_011536760.2	HEAT4_HUMAN	Q86WZ0-1
XP_016876778.1	XM_017021289.1	HEAT4_HUMAN	Q86WZ0-1
NP_001271203.1	NM_001284274.2	HECD2_HUMAN	Q5U5R9-1
NP_775768.3	NM_173497.3	HECD2_HUMAN	Q5U5R9-1
NP_877497.3	NM_182765.5	HECD2_HUMAN	Q5U5R9-1
NP_000181.2	NM_000190.3	HEM3_HUMAN	P08397-1
NP_001245137.1	NM_001258208.1	HEM3_HUMAN	P08397-3
NP_001019553.1	NM_001024382.1	HEM3_HUMAN	P08397-2
XP_005271588.1	XM_005271531.1	HEM3_HUMAN	P08397-2
XP_005271589.1	XM_005271532.1	HEM3_HUMAN	P08397-2
XP_016873118.1	XM_017017629.1	HEM3_HUMAN	P08397-2
NP_001245138.1	NM_001258209.1	HEM3_HUMAN	P08397-4
NP_000131.2	NM_000140.3	HEMH_HUMAN	P22830-1
NP_001012533.1	NM_001012515.2	HEMH_HUMAN	P22830-2
NP_005589.1	NM_005598.3	HEN1_HUMAN	Q02575-1
NP_066998.1	NM_021175.3	HEPC_HUMAN	P81172-1
NP_004658.3	NM_004667.5	HERC2_HUMAN	O95714-1
NP_001290365.1	NM_001303436.1	HEXI2_HUMAN	Q96MH2-1
NP_001290366.1	NM_001303437.1	HEXI2_HUMAN	Q96MH2-1
NP_001290367.1	NM_001303438.1	HEXI2_HUMAN	Q96MH2-1
NP_001290368.1	NM_001303439.1	HEXI2_HUMAN	Q96MH2-1
NP_001290369.1	NM_001303440.1	HEXI2_HUMAN	Q96MH2-1
NP_001290370.1	NM_001303441.1	HEXI2_HUMAN	Q96MH2-1
NP_001290371.1	NM_001303442.1	HEXI2_HUMAN	Q96MH2-1
NP_001290372.1	NM_001303443.1	HEXI2_HUMAN	Q96MH2-1
NP_001290373.1	NM_001303444.1	HEXI2_HUMAN	Q96MH2-1
NP_653209.1	NM_144608.2	HEXI2_HUMAN	Q96MH2-1
XP_011522608.1	XM_011524306.2	HEXI2_HUMAN	Q96MH2-1
XP_016879656.1	XM_017024167.1	HEXI2_HUMAN	Q96MH2-1
XP_016879657.1	XM_017024168.1	HEXI2_HUMAN	Q96MH2-1
XP_016879658.1	XM_017024169.1	HEXI2_HUMAN	Q96MH2-1
XP_016879659.1	XM_017024170.1	HEXI2_HUMAN	Q96MH2-1
NP_055386.1	NM_014571.3	HEYL_HUMAN	Q9NQ87-1
NP_057542.2	NM_016458.3	HGH1_HUMAN	Q9BTY7-1
NP_055177.2	NM_014362.3	HIBCH_HUMAN	Q6NVY1-1
XP_011509255.1	XM_011510953.1	HIBCH_HUMAN	Q6NVY1-1
NP_932164.1	NM_198047.2	HIBCH_HUMAN	Q6NVY1-2
NP_001091672.1	NM_001098202.1	HIC1_HUMAN	Q14526-1
NP_006488.2	NM_006497.3	HIC1_HUMAN	Q14526-2
NP_938009.1	NM_198268.2	HIPK1_HUMAN	Q86Z02-1
XP_005270669.1	XM_005270612.4	HIPK1_HUMAN	Q86Z02-1
XP_005270670.1	XM_005270613.4	HIPK1_HUMAN	Q86Z02-1
NP_938010.1	NM_198269.2	HIPK1_HUMAN	Q86Z02-3
NP_689909.2	NM_152696.3	HIPK1_HUMAN	Q86Z02-2
NP_852003.1	NM_181358.2	HIPK1_HUMAN	Q86Z02-4
NP_073577.3	NM_022740.4	HIPK2_HUMAN	Q9H2X6-1
NP_001106710.1	NM_001113239.2	HIPK2_HUMAN	Q9H2X6-3
NP_001120730.1	NM_001127258.2	HIPL1_HUMAN	Q96JK4-1
NP_115801.3	NM_032425.5	HIPL1_HUMAN	Q96JK4-2
NP_114141.2	NM_031935.2	HMCN1_HUMAN	Q96RW7-1
XP_011508340.1	XM_011510038.2	HMCN1_HUMAN	Q96RW7-2
NP_001091742.1	NM_001098272.2	HMCS1_HUMAN	Q01581-1
NP_001311148.1	NM_001324219.1	HMCS1_HUMAN	Q01581-1
NP_001311149.1	NM_001324220.1	HMCS1_HUMAN	Q01581-1
NP_001311151.1	NM_001324222.1	HMCS1_HUMAN	Q01581-1
NP_001311152.1	NM_001324223.1	HMCS1_HUMAN	Q01581-1
NP_001311153.1	NM_001324224.1	HMCS1_HUMAN	Q01581-1
NP_001317592.1	NM_001330663.1	HMCS1_HUMAN	Q01581-1
NP_002121.4	NM_002130.7	HMCS1_HUMAN	Q01581-1
NP_001417.3	NM_001426.3	HME1_HUMAN	Q05925-1
NP_001418.2	NM_001427.3	HME2_HUMAN	P19622-1
NP_003474.1	NM_003483.4	HMGA2_HUMAN	P52926-1
NP_003475.1	NM_003484.1	HMGA2_HUMAN	P52926-2
NP_001317119.1	NM_001330190.1	HMGA2_HUMAN	P52926-6
NP_660206.2	NM_145205.5	HMGB4_HUMAN	Q8WW32-1
NP_001269263.1	NM_001282334.1	HMHA1_HUMAN	Q92619-1
NP_001269264.1	NM_001282335.1	HMHA1_HUMAN	Q92619-1
NP_036424.2	NM_012292.4	HMHA1_HUMAN	Q92619-1
NP_001245257.1	NM_001258328.2	HMHA1_HUMAN	Q92619-2
NP_036616.2	NM_012484.2	HMMR_HUMAN	O75330-1
NP_001136028.1	NM_001142556.1	HMMR_HUMAN	O75330-3
NP_036617.2	NM_012485.2	HMMR_HUMAN	O75330-2
NP_001136029.1	NM_001142557.1	HMMR_HUMAN	O75330-4
NP_001177405.1	NM_001190476.1	HMN4_HUMAN	P0CJ71-1
NP_001177635.1	NM_001190706.1	HMN9_HUMAN	P0CJ76-1
NP_001138931.1	NM_001145459.1	HOP_HUMAN	Q9BPY8-1
NP_631957.1	NM_139211.4	HOP_HUMAN	Q9BPY8-1
NP_631958.1	NM_139212.3	HOP_HUMAN	Q9BPY8-1
XP_016864218.1	XM_017008729.1	HOP_HUMAN	Q9BPY8-1
XP_016864219.1	XM_017008730.1	HOP_HUMAN	Q9BPY8-1
XP_016864220.1	XM_017008731.1	HOP_HUMAN	Q9BPY8-1
XP_016864221.1	XM_017008732.1	HOP_HUMAN	Q9BPY8-1
XP_016864222.1	XM_017008733.1	HOP_HUMAN	Q9BPY8-1
XP_016864223.1	XM_017008734.1	HOP_HUMAN	Q9BPY8-1
NP_115884.4	NM_032495.5	HOP_HUMAN	Q9BPY8-3
NP_001138932.1	NM_001145460.1	HOP_HUMAN	Q9BPY8-4
NP_001123578.1	NM_001130106.1	HPBP1_HUMAN	Q9NZL4-1
NP_036399.3	NM_012267.4	HPBP1_HUMAN	Q9NZL4-1
XP_016882033.1	XM_017026544.1	HPBP1_HUMAN	Q9NZL4-1
NP_001284529.1	NM_001297600.1	HPBP1_HUMAN	Q9NZL4-3
NP_114408.3	NM_032019.5	HDA10_HUMAN	Q969S8-1
NP_001152758.1	NM_001159286.1	HDA10_HUMAN	Q969S8-2
NP_004955.2	NM_004964.2	HDAC1_HUMAN	Q13547-1
NP_003874.2	NM_003883.3	HDAC3_HUMAN	O15379-1
NP_001288701.1	NM_001301772.1	HDBP1_HUMAN	Q8IV16-1
NP_835466.2	NM_178172.5	HDBP1_HUMAN	Q8IV16-1
NP_612641.2	NM_138574.3	HDGL1_HUMAN	Q5TGJ6-1
NP_001001520.1	NM_001001520.2	HDGR2_HUMAN	Q7Z4V5-1
NP_116020.1	NM_032631.3	HDGR2_HUMAN	Q7Z4V5-2
NP_057157.1	NM_016073.3	HDGR3_HUMAN	Q9Y3E1-1
NP_036212.3	NM_012080.4	HDHD1_HUMAN	Q08623-1
NP_001171606.1	NM_001178135.1	HDHD1_HUMAN	Q08623-3
NP_001171607.1	NM_001178136.1	HDHD1_HUMAN	Q08623-2
NP_001129037.1	NM_001135565.1	HDHD1_HUMAN	Q08623-4
NP_001291438.1	NM_001304509.1	HDHD3_HUMAN	Q9BSH5-1
NP_001291439.1	NM_001304510.1	HDHD3_HUMAN	Q9BSH5-1
NP_001291440.1	NM_001304511.1	HDHD3_HUMAN	Q9BSH5-1
NP_112496.1	NM_031219.3	HDHD3_HUMAN	Q9BSH5-1
NP_001275996.1	NM_001289067.1	HELLS_HUMAN	Q9NRZ9-1
NP_001276000.1	NM_001289071.1	HELLS_HUMAN	Q9NRZ9-1
NP_001276002.1	NM_001289073.1	HELLS_HUMAN	Q9NRZ9-1
NP_001276003.1	NM_001289074.1	HELLS_HUMAN	Q9NRZ9-1
NP_001276004.1	NM_001289075.1	HELLS_HUMAN	Q9NRZ9-1
NP_060533.2	NM_018063.4	HELLS_HUMAN	Q9NRZ9-1
NP_001275998.1	NM_001289069.1	HELLS_HUMAN	Q9NRZ9-3
NP_001275997.1	NM_001289068.1	HELLS_HUMAN	Q9NRZ9-2
NP_001275999.1	NM_001289070.1	HELLS_HUMAN	Q9NRZ9-5
NP_001276001.1	NM_001289072.1	HELLS_HUMAN	Q9NRZ9-6
NP_000366.1	NM_000375.2	HEM4_HUMAN	P10746-1
NP_001096062.1	NM_001102592.1	HENMT_HUMAN	Q5T8I9-1
NP_653185.2	NM_144584.2	HENMT_HUMAN	Q5T8I9-1
NP_001032647.2	NM_001037558.2	HEPN1_HUMAN	Q6WQI6-1
NP_001258531.1	NM_001271602.1	HERC3_HUMAN	Q15034-1
NP_055421.1	NM_014606.2	HERC3_HUMAN	Q15034-1
XP_005263384.1	XM_005263327.3	HERC3_HUMAN	Q15034-1
NP_001305434.1	NM_001318505.1	HERC3_HUMAN	Q15034-2
NP_005515.1	NM_005524.3	HES1_HUMAN	Q14469-1
NP_115969.2	NM_032580.3	HES7_HUMAN	Q9BYE0-1
NP_001159439.1	NM_001165967.1	HES7_HUMAN	Q9BYE0-2
NP_002150.1	NM_002159.3	HIS1_HUMAN	P15515-1
NP_002118.1	NM_002127.5	HLAG_HUMAN	P17693-1
NP_001129198.1	NM_001135726.2	HMBX1_HUMAN	Q6NT76-1
NP_001311311.1	NM_001324382.1	HMBX1_HUMAN	Q6NT76-1
NP_001311312.1	NM_001324383.1	HMBX1_HUMAN	Q6NT76-1
NP_001311313.1	NM_001324384.1	HMBX1_HUMAN	Q6NT76-1
NP_001311314.1	NM_001324385.1	HMBX1_HUMAN	Q6NT76-1
NP_001311315.1	NM_001324386.1	HMBX1_HUMAN	Q6NT76-1
NP_001311318.1	NM_001324389.1	HMBX1_HUMAN	Q6NT76-1
NP_001311319.1	NM_001324390.1	HMBX1_HUMAN	Q6NT76-1
NP_001311322.1	NM_001324393.1	HMBX1_HUMAN	Q6NT76-1
NP_001311323.1	NM_001324394.1	HMBX1_HUMAN	Q6NT76-1
NP_001311324.1	NM_001324395.1	HMBX1_HUMAN	Q6NT76-1
NP_078843.2	NM_024567.4	HMBX1_HUMAN	Q6NT76-1
NP_001311316.1	NM_001324387.1	HMBX1_HUMAN	Q6NT76-3
NP_001311317.1	NM_001324388.1	HMBX1_HUMAN	Q6NT76-3
NP_001311320.1	NM_001324391.1	HMBX1_HUMAN	Q6NT76-2
NP_001311321.1	NM_001324392.1	HMBX1_HUMAN	Q6NT76-2
NP_001317427.1	NM_001330498.1	HMBX1_HUMAN	Q6NT76-5
XP_016869314.1	XM_017013825.1	HMBX1_HUMAN	Q6NT76-4
NP_005509.1	NM_005518.3	HMCS2_HUMAN	P54868-1
XP_011539615.1	XM_011541313.1	HMCS2_HUMAN	P54868-3
NP_001159579.1	NM_001166107.1	HMCS2_HUMAN	P54868-2
NP_001288157.1	NM_001301228.1	HMGB3_HUMAN	O15347-1
NP_001288158.1	NM_001301229.1	HMGB3_HUMAN	O15347-1
NP_001288160.1	NM_001301231.1	HMGB3_HUMAN	O15347-1
NP_005333.2	NM_005342.3	HMGB3_HUMAN	O15347-1
NP_001274675.1	NM_001287746.1	HMGC2_HUMAN	Q8TB92-1
NP_061909.2	NM_019036.2	HMGC2_HUMAN	Q8TB92-1
NP_001035865.1	NM_001042406.1	HMGC2_HUMAN	Q8TB92-2
NP_001274670.1	NM_001287741.1	HMGC2_HUMAN	Q8TB92-5
NP_005508.1	NM_005517.3	HMGN2_HUMAN	P05204-1
NP_001188291.1	NM_001201362.1	HMGN3_HUMAN	Q15651-1
NP_001188292.1	NM_001201363.1	HMGN3_HUMAN	Q15651-1
NP_001305813.1	NM_001318884.1	HMGN3_HUMAN	Q15651-1
NP_001305814.1	NM_001318885.1	HMGN3_HUMAN	Q15651-1
NP_001305815.1	NM_001318886.1	HMGN3_HUMAN	Q15651-1
NP_001305816.1	NM_001318887.1	HMGN3_HUMAN	Q15651-1
NP_001305817.1	NM_001318888.1	HMGN3_HUMAN	Q15651-1
NP_004233.1	NM_004242.3	HMGN3_HUMAN	Q15651-1
NP_620058.1	NM_138730.2	HMGN3_HUMAN	Q15651-2
NP_055798.2	NM_014983.2	HMGX3_HUMAN	Q12766-1
NP_001522.1	NM_001531.2	HMR1_HUMAN	Q95460-1
NP_001181929.1	NM_001195000.1	HMR1_HUMAN	Q95460-3
NP_001181928.1	NM_001194999.1	HMR1_HUMAN	Q95460-2
NP_001181964.1	NM_001195035.1	HMR1_HUMAN	Q95460-5
NP_004489.1	NM_004498.2	HNF6_HUMAN	Q9UBC0-1
NP_001013653.1	NM_001013631.2	HNRC1_HUMAN	O60812-1
NP_001244222.1	NM_001257293.1	HNRH1_HUMAN	P31943-1
NP_005511.1	NM_005520.2	HNRH1_HUMAN	P31943-1
XP_016864904.1	XM_017009415.1	HNRH1_HUMAN	P31943-1
XP_016864905.1	XM_017009416.1	HNRH1_HUMAN	P31943-1
XP_016864906.1	XM_017009417.1	HNRH1_HUMAN	P31943-1
NP_001073027.1	NM_001079559.2	HNRL2_HUMAN	Q1KMD3-1
NP_001091674.1	NM_001098204.1	HNRPF_HUMAN	P52597-1
NP_001091675.1	NM_001098205.1	HNRPF_HUMAN	P52597-1
NP_001091676.1	NM_001098206.1	HNRPF_HUMAN	P52597-1
NP_001091677.1	NM_001098207.1	HNRPF_HUMAN	P52597-1
NP_001091678.1	NM_001098208.1	HNRPF_HUMAN	P52597-1
NP_004957.1	NM_004966.3	HNRPF_HUMAN	P52597-1
NP_071914.3	NM_022469.3	GREM2_HUMAN	Q9H772-1
XP_011542551.1	XM_011544249.2	GREM2_HUMAN	Q9H772-1
NP_001074312.1	NM_001080843.3	GSTT2_HUMAN	P0CG30-1
NP_061969.3	NM_019096.4	GTPB2_HUMAN	Q9BX10-1
NP_001273145.1	NM_001286216.1	GTPB2_HUMAN	Q9BX10-2
NP_001020109.1	NM_001024938.3	GTR11_HUMAN	Q9BYW1-1
NP_001020110.1	NM_001024939.3	GTR11_HUMAN	Q9BYW1-3
NP_110434.3	NM_030807.4	GTR11_HUMAN	Q9BYW1-4
NP_000331.1	NM_000340.1	GTR2_HUMAN	P11168-1
NP_001265588.1	NM_001278659.1	GTR2_HUMAN	P11168-1
NP_001265587.1	NM_001278658.1	GTR2_HUMAN	P11168-2
NP_008862.1	NM_006931.2	GTR3_HUMAN	P11169-1
NP_734466.1	NM_170745.3	H2A1A_HUMAN	Q96QV6-1
NP_066544.1	NM_021066.2	H2A1J_HUMAN	Q99878-1
NP_254280.1	NM_033445.2	H2A3_HUMAN	Q7L7L0-1
NP_061119.1	NM_018649.2	H2AW_HUMAN	Q9P0M6-1
NP_776172.1	NM_173811.3	HARB1_HUMAN	Q96MB7-1
